model	k_fold	train-spearman_corr	train-spearman_pvalue	train-pearson_corr	train-pearson_pvalue	train-f1_score	train-f1_scores_label1	train-f1_scores_label0	train-recall_label1	train-recall_label0	train-precision_label1	train-precision_label0	test-spearman_corr	test-spearman_pvalue	test-pearson_corr	test-pearson_pvalue	test-f1_score	test-f1_scores_label1	test-f1_scores_label0	test-recall_label1	test-recall_label0	test-precision_label1	test-precision_label0	test.iov-spearman_corr	test.iov-spearman_pvalue	test.iov-pearson_corr	test.iov-pearson_pvalue	test.iov-f1_score	test.iov-f1_scores_label1	test.iov-f1_scores_label0	test.iov-recall_label1	test.iov-recall_label0	test.iov-precision_label1	test.iov-precision_label0	test.oov-spearman_corr	test.oov-spearman_pvalue	test.oov-pearson_corr	test.oov-pearson_pvalue	test.oov-f1_score	test.oov-f1_scores_label1	test.oov-f1_scores_label0	test.oov-recall_label1	test.oov-recall_label0	test.oov-precision_label1	test.oov-precision_label0	dev-spearman_corr	dev-spearman_pvalue	dev-pearson_corr	dev-pearson_pvalue	dev-f1_score	dev-f1_scores_label1	dev-f1_scores_label0	dev-recall_label1	dev-recall_label0	dev-precision_label1	dev-precision_label0	dev.iov-spearman_corr	dev.iov-spearman_pvalue	dev.iov-pearson_corr	dev.iov-pearson_pvalue	dev.iov-f1_score	dev.iov-f1_scores_label1	dev.iov-f1_scores_label0	dev.iov-recall_label1	dev.iov-recall_label0	dev.iov-precision_label1	dev.iov-precision_label0	dev.oov-spearman_corr	dev.oov-spearman_pvalue	dev.oov-pearson_corr	dev.oov-pearson_pvalue	dev.oov-f1_score	dev.oov-f1_scores_label1	dev.oov-f1_scores_label0	dev.oov-recall_label1	dev.oov-recall_label0	dev.oov-precision_label1	dev.oov-precision_label0	thr
cross-encoder/qnli-distilroberta-base	8	0.057	0.0	0.045	0.005	0.41081178033126214	0.4073298429319372	0.4191893278604412	0.28539985326485695	0.7210944395410415	0.7111517367458866	0.29547920433996383	0.061	0.202	0.055	0.25	0.48661519562967226	0.5229540918163672	0.3792207792207792	0.3957703927492447	0.6517857142857143	0.7705882352941177	0.2673992673992674	0.066	0.342	0.012	0.857	0.4056603773584906	0.4056603773584906	0.4056603773584906	0.28859060402684567	0.6825396825396826	0.6825396825396826	0.28859060402684567	0.048	0.466	0.078	0.238	0.5533835060406654	0.6089965397923875	0.3468208092485549	0.4835164835164835	0.6122448979591837	0.822429906542056	0.24193548387096775	0.183	0.0	0.225	0.0	0.5206822120005721	0.42767295597484273	0.6270491803278688	0.31627906976744186	0.8138297872340425	0.6601941747572816	0.51	0.166	0.016	0.148	0.031	0.4009340084645968	0.3756345177664975	0.4581497797356829	0.25170068027210885	0.8	0.74	0.32098765432098764	0.201	0.005	0.311	0.0	0.6808292015992784	0.512396694214876	0.7739463601532568	0.45588235294117646	0.8211382113821138	0.5849056603773585	0.7318840579710145	0.2770000100135803
cross-encoder/qnli-distilroberta-base_mask	8	0.135	0.0	0.153	0.0	0.5472151061876902	0.5928076837167747	0.437519284171552	0.4867938371239912	0.6257722859664607	0.757852655625357	0.33633776091081596	0.154	0.001	0.164	0.001	0.6010800368171103	0.6678383128295254	0.4037854889589905	0.5740181268882175	0.5714285714285714	0.7983193277310925	0.3121951219512195	0.16	0.02	0.184	0.007	0.583933906932994	0.6290322580645161	0.4772727272727273	0.5234899328859061	0.6666666666666666	0.7878787878787878	0.37168141592920356	0.154	0.019	0.129	0.051	0.6159908892062402	0.6978193146417446	0.3120567375886525	0.6153846153846154	0.4489795918367347	0.8057553956834532	0.2391304347826087	0.109	0.028	0.097	0.052	0.5457435356558517	0.5436408977556111	0.548148148148148	0.5069767441860465	0.5904255319148937	0.5860215053763441	0.511520737327189	0.199	0.004	0.199	0.004	0.5180147352891511	0.5454545454545454	0.45595854922279794	0.42857142857142855	0.676923076923077	0.75	0.34375	0.208	0.004	0.197	0.006	0.5997135236589942	0.5411764705882354	0.6320754716981131	0.6764705882352942	0.5447154471544715	0.45098039215686275	0.7528089887640449	0.2770000100135803
cross-encoder/qnli-electra-base	8	0.036	0.024	0.071	0.0	0.5750574660096006	0.6550888529886915	0.3825018076644975	0.59501100513573	0.46690203000882613	0.7286612758310872	0.323943661971831	0.083	0.082	0.118	0.013	0.6476816899727504	0.7472527472527474	0.35341365461847385	0.7190332326283988	0.39285714285714285	0.7777777777777778	0.32116788321167883	0.127	0.065	0.123	0.074	0.5882137023468891	0.6591760299625469	0.42038216560509556	0.5906040268456376	0.5238095238095238	0.7457627118644068	0.35106382978723405	0.019	0.777	0.087	0.186	0.6895452765017982	0.8108108108108109	0.23913043478260868	0.8241758241758241	0.22448979591836735	0.7978723404255319	0.2558139534883721	0.213	0.0	0.223	0.0	0.590071455578056	0.5843828715365239	0.5965770171149145	0.5395348837209303	0.648936170212766	0.6373626373626373	0.5520361990950227	0.087	0.209	0.119	0.084	0.5907445350898144	0.6616541353383459	0.43037974683544306	0.5986394557823129	0.5230769230769231	0.7394957983193278	0.3655913978494624	0.159	0.028	0.182	0.012	0.6037471949856941	0.42748091603053434	0.701195219123506	0.4117647058823529	0.7154471544715447	0.4444444444444444	0.6875	0.21699999272823334
cross-encoder/qnli-electra-base_mask	8	0.097	0.0	0.149	0.0	0.6404836926124116	0.7487254187909687	0.3800539083557951	0.7542186353631695	0.3733451015004413	0.7433116413593637	0.3870082342177493	0.113	0.017	0.192	0.0	0.7046616855002305	0.8077496274217586	0.4	0.8187311178247734	0.38392857142857145	0.7970588235294118	0.4174757281553398	0.14	0.041	0.172	0.012	0.6587705416920268	0.76	0.41935483870967744	0.7651006711409396	0.4126984126984127	0.7549668874172185	0.4262295081967213	0.081	0.219	0.205	0.002	0.7460841045746704	0.8463611859838275	0.3736263736263736	0.8626373626373627	0.3469387755102041	0.8306878306878307	0.40476190476190477	0.068	0.172	0.176	0.0	0.5772540178465312	0.6556016597510375	0.48765432098765443	0.7348837209302326	0.42021276595744683	0.5917602996254682	0.5808823529411765	0.115	0.094	0.228	0.001	0.6631041280261025	0.7517241379310345	0.4626865671641791	0.7414965986394558	0.47692307692307695	0.7622377622377622	0.4492753623188406	0.014	0.85	0.135	0.064	0.5070979149444291	0.5104166666666666	0.5052631578947369	0.7205882352941176	0.3902439024390244	0.3951612903225806	0.7164179104477612	0.21699999272823334
cross-encoder/stsb-TinyBERT-L-4	8	0.418	0.0	0.426	0.0	0.2883755448916909	0.20894547828925888	0.4794844253490871	0.11738811445341159	0.9849955869373345	0.9495548961424333	0.31686541737649065	0.383	0.0	0.404	0.0	0.1910028344576139	0.11396011396011398	0.41869158878504675	0.06042296072507553	1.0	1.0	0.2647754137115839	0.453	0.0	0.472	0.0	0.29720245288733893	0.2155688622754491	0.49027237354085607	0.12080536912751678	1.0	1.0	0.3247422680412371	0.332	0.0	0.358	0.0	0.09190434213893707	0.02173913043478261	0.3525179856115108	0.01098901098901099	1.0	1.0	0.21397379912663755	0.346	0.0	0.367	0.0	0.37410843792330467	0.13043478260869565	0.6527777777777778	0.06976744186046512	1.0	1.0	0.4845360824742268	0.452	0.0	0.43	0.0	0.2805383519772113	0.1851851851851852	0.4961832061068702	0.10204081632653061	1.0	1.0	0.3299492385786802	0.234	0.001	0.243	0.001	0.5045186247373862	0.0	0.7834394904458599	0.0	1.0	0.0	0.643979057591623	0.27399998903274536
cross-encoder/stsb-TinyBERT-L-4_mask	8	0.642	0.0	0.663	0.0	0.8023979623528149	0.8512018313620755	0.6849757673667205	0.8184152604548789	0.7484554280670785	0.886724960254372	0.6314221891288161	0.512	0.0	0.552	0.0	0.7825027916474565	0.8584202682563339	0.5581395348837208	0.8700906344410876	0.5357142857142857	0.8470588235294118	0.5825242718446602	0.584	0.0	0.607	0.0	0.7694573678987132	0.8251748251748251	0.6376811594202899	0.7919463087248322	0.6984126984126984	0.8613138686131386	0.5866666666666667	0.466	0.0	0.524	0.0	0.7839433293978748	0.8831168831168831	0.41558441558441556	0.9340659340659341	0.32653061224489793	0.8374384236453202	0.5714285714285714	0.622	0.0	0.605	0.0	0.7531973677258292	0.7785234899328859	0.724233983286908	0.8093023255813954	0.6914893617021277	0.75	0.7602339181286549	0.685	0.0	0.681	0.0	0.7930090037148193	0.8387096774193548	0.6896551724137931	0.7959183673469388	0.7692307692307693	0.8863636363636364	0.625	0.509	0.0	0.537	0.0	0.7230653087187804	0.6785714285714286	0.7476635514018691	0.8382352941176471	0.6504065040650406	0.57	0.8791208791208791	0.27399998903274536
cross-encoder/stsb-distilroberta-base	8	0.46	0.0	0.469	0.0	0.2808711908526541	0.19782393669634027	0.4806830309498399	0.11005135730007337	0.9938217122683142	0.9771986970684039	0.3170045045045045	0.361	0.0	0.396	0.0	0.1739727995997471	0.09221902017291066	0.41558441558441556	0.04833836858006042	1.0	1.0	0.26229508196721313	0.471	0.0	0.487	0.0	0.24714004542418408	0.14906832298136646	0.47908745247148293	0.08053691275167785	1.0	1.0	0.315	0.231	0.0	0.306	0.0	0.10920566109906923	0.043010752688172046	0.3550724637681159	0.02197802197802198	1.0	1.0	0.21585903083700442	0.335	0.0	0.372	0.0	0.4011723159483337	0.17721518987341772	0.6572934973637962	0.09767441860465116	0.9946808510638298	0.9545454545454546	0.49081364829396323	0.44	0.0	0.404	0.0	0.32904628537735847	0.25	0.5078125	0.14285714285714285	1.0	1.0	0.3403141361256545	0.25	0.0	0.303	0.0	0.5020156231704664	0.0	0.779552715654952	0.0	0.991869918699187	0.0	0.6421052631578947	0.29600000381469727
cross-encoder/stsb-distilroberta-base_mask	8	0.61	0.0	0.642	0.0	0.7535008457209936	0.7947976878612717	0.6541405706332637	0.7061628760088041	0.8296557811120918	0.908876298394712	0.539919586444572	0.424	0.0	0.502	0.0	0.7779216613053702	0.8461538461538461	0.5762711864406779	0.8308157099697885	0.6071428571428571	0.8620689655172413	0.5483870967741935	0.55	0.0	0.6	0.0	0.7327314030233026	0.7806691449814126	0.6193548387096773	0.7046979865771812	0.7619047619047619	0.875	0.5217391304347826	0.322	0.0	0.436	0.0	0.8078451473027152	0.8923884514435695	0.4938271604938272	0.9340659340659341	0.40816326530612246	0.8542713567839196	0.625	0.542	0.0	0.534	0.0	0.714686072605128	0.7319347319347319	0.6949602122015914	0.7302325581395349	0.6968085106382979	0.7336448598130841	0.6931216931216931	0.644	0.0	0.616	0.0	0.7367283506080374	0.7786259541984732	0.6419753086419753	0.6938775510204082	0.8	0.8869565217391304	0.5360824742268041	0.489	0.0	0.528	0.0	0.7077545384088756	0.6586826347305389	0.7348837209302326	0.8088235294117647	0.6422764227642277	0.5555555555555556	0.8586956521739131	0.29600000381469727
cross-encoder/stsb-roberta-base	8	0.444	0.0	0.444	0.0	0.22588162960906838	0.12439862542955327	0.4700499168053245	0.06639765223771094	0.9973521624007061	0.9836956521739131	0.3074829931972789	0.31	0.0	0.325	0.0	0.12976068218206716	0.03560830860534125	0.40801457194899815	0.01812688821752266	1.0	1.0	0.2562929061784897	0.401	0.0	0.399	0.0	0.18431756922322962	0.06493506493506493	0.4666666666666667	0.03355704697986577	1.0	1.0	0.30434782608695654	0.227	0.001	0.257	0.0	0.08311922325671665	0.010928961748633882	0.3512544802867384	0.005494505494505495	1.0	1.0	0.21304347826086956	0.365	0.0	0.38	0.0	0.3692251654327012	0.1222707423580786	0.6516464471403813	0.06511627906976744	1.0	1.0	0.4832904884318766	0.451	0.0	0.404	0.0	0.27214384414077486	0.17391304347826084	0.49429657794676807	0.09523809523809523	1.0	1.0	0.3282828282828283	0.239	0.001	0.269	0.0	0.5045186247373862	0.0	0.7834394904458599	0.0	1.0	0.0	0.643979057591623	0.30799999833106995
cross-encoder/stsb-roberta-base_mask	8	0.662	0.0	0.685	0.0	0.7800727948301817	0.822655151636875	0.6776195691858342	0.7512839325018342	0.8190644307149162	0.9090102086107412	0.5778331257783312	0.448	0.0	0.511	0.0	0.776777691051755	0.8470948012232417	0.5689655172413793	0.8368580060422961	0.5892857142857143	0.8575851393188855	0.55	0.566	0.0	0.621	0.0	0.7458160523395058	0.7941176470588235	0.631578947368421	0.7248322147651006	0.7619047619047619	0.8780487804878049	0.5393258426966292	0.358	0.0	0.418	0.0	0.792582897033159	0.8848167539267017	0.45	0.9285714285714286	0.3673469387755102	0.845	0.5806451612903226	0.585	0.0	0.585	0.0	0.7245180404506802	0.7424593967517401	0.7040000000000001	0.7441860465116279	0.7021276595744681	0.7407407407407407	0.7058823529411765	0.687	0.0	0.692	0.0	0.759119496855346	0.7999999999999999	0.6666666666666666	0.7210884353741497	0.8153846153846154	0.8983050847457628	0.5638297872340425	0.488	0.0	0.533	0.0	0.7026868381028477	0.6506024096385542	0.7314814814814816	0.7941176470588235	0.6422764227642277	0.5510204081632653	0.8494623655913979	0.30799999833106995
cross-encoder/stsb-roberta-large	8	0.549	0.0	0.543	0.0	0.32175683634982694	0.25152	0.4907467885913346	0.14416727806309612	0.9947043248014121	0.9849624060150376	0.32572254335260115	0.436	0.0	0.43	0.0	0.24950231171401055	0.1902173913043478	0.42471042471042464	0.10574018126888217	0.9821428571428571	0.9459459459459459	0.270935960591133	0.538	0.0	0.517	0.0	0.294548096361186	0.2142857142857143	0.484375	0.12080536912751678	0.9841269841269841	0.9473684210526315	0.32124352331606215	0.336	0.0	0.34	0.0	0.21166319685403662	0.17000000000000004	0.36641221374045807	0.09340659340659341	0.9795918367346939	0.9444444444444444	0.22535211267605634	0.471	0.0	0.476	0.0	0.39799650698902694	0.1702127659574468	0.6584938704028022	0.09302325581395349	1.0	1.0	0.4908616187989556	0.54	0.0	0.492	0.0	0.3211743314633489	0.23952095808383236	0.5058365758754864	0.1360544217687075	1.0	1.0	0.3385416666666667	0.327	0.0	0.317	0.0	0.5045186247373862	0.0	0.7834394904458599	0.0	1.0	0.0	0.643979057591623	0.2770000100135803
cross-encoder/stsb-roberta-large_mask	8	0.684	0.0	0.714	0.0	0.8118816313962625	0.854757281553398	0.7087227414330217	0.8074101247248716	0.8031774051191527	0.908003300330033	0.6341463414634146	0.537	0.0	0.59	0.0	0.8178941116289868	0.882962962962963	0.6255924170616114	0.9003021148036254	0.5892857142857143	0.8662790697674418	0.6666666666666666	0.628	0.0	0.652	0.0	0.7984969619443556	0.8542372881355932	0.6666666666666666	0.8456375838926175	0.6825396825396826	0.863013698630137	0.6515151515151515	0.48	0.0	0.54	0.0	0.8322324658653285	0.9052631578947369	0.5609756097560976	0.945054945054945	0.46938775510204084	0.8686868686868687	0.696969696969697	0.62	0.0	0.608	0.0	0.7473396009376159	0.778021978021978	0.7122507122507123	0.8232558139534883	0.6648936170212766	0.7375	0.7668711656441718	0.72	0.0	0.717	0.0	0.8206078032195101	0.8602150537634408	0.7310344827586207	0.8163265306122449	0.8153846153846154	0.9090909090909091	0.6625	0.53	0.0	0.53	0.0	0.6807645919880962	0.6477272727272728	0.6990291262135921	0.8382352941176471	0.5853658536585366	0.5277777777777778	0.8674698795180723	0.2770000100135803
cross-encoder/quora-distilroberta-base	8	0.272	0.0	0.142	0.0	0.1332724741031621	0.0	0.45392628205128205	0.0	1.0	0.0	0.2935993780772221	0.209	0.0	0.147	0.002	0.10203973725418422	0.0	0.40360360360360364	0.0	1.0	0.0	0.2528216704288939	0.296	0.0	0.164	0.017	0.13615780445969125	0.0	0.45818181818181813	0.0	1.0	0.0	0.2971698113207547	0.142	0.031	0.145	0.027	0.07424242424242423	0.0	0.35	0.0	1.0	0.0	0.21212121212121213	0.149	0.003	0.059	0.234	0.2967926675147897	0.0	0.6362098138747886	0.0	1.0	0.0	0.4665012406947891	0.226	0.001	0.154	0.025	0.14389346774742864	0.0	0.4693140794223827	0.0	1.0	0.0	0.30660377358490565	0.102	0.161	0.01	0.889	0.5045186247373862	0.0	0.7834394904458599	0.0	1.0	0.0	0.643979057591623	0.0
cross-encoder/quora-distilroberta-base_mask	8	0.367	0.0	0.208	0.0	0.1332724741031621	0.0	0.45392628205128205	0.0	1.0	0.0	0.2935993780772221	0.23	0.0	0.2	0.0	0.10203973725418422	0.0	0.40360360360360364	0.0	1.0	0.0	0.2528216704288939	0.254	0.0	0.118	0.086	0.13615780445969125	0.0	0.45818181818181813	0.0	1.0	0.0	0.2971698113207547	0.2	0.002	0.278	0.0	0.07424242424242423	0.0	0.35	0.0	1.0	0.0	0.21212121212121213	0.291	0.0	0.101	0.042	0.2967926675147897	0.0	0.6362098138747886	0.0	1.0	0.0	0.4665012406947891	0.389	0.0	0.198	0.004	0.14389346774742864	0.0	0.4693140794223827	0.0	1.0	0.0	0.30660377358490565	0.28	0.0	0.164	0.024	0.5045186247373862	0.0	0.7834394904458599	0.0	1.0	0.0	0.643979057591623	0.0
cross-encoder/quora-roberta-base	8	0.323	0.0	0.267	0.0	0.260792853166204	0.17211474316210806	0.4741525423728813	0.0946441672780631	0.9876434245366285	0.9485294117647058	0.3119598550320602	0.276	0.0	0.22	0.0	0.1739727995997471	0.09221902017291066	0.41558441558441556	0.04833836858006042	1.0	1.0	0.26229508196721313	0.389	0.0	0.288	0.0	0.27257956033841907	0.18292682926829268	0.48461538461538467	0.10067114093959731	1.0	1.0	0.3197969543147208	0.195	0.003	0.185	0.005	0.08311922325671665	0.010928961748633882	0.3512544802867384	0.005494505494505495	1.0	1.0	0.21304347826086956	0.189	0.0	0.122	0.014	0.39182211218891433	0.16170212765957445	0.6549912434325744	0.08837209302325581	0.9946808510638298	0.95	0.48825065274151436	0.268	0.0	0.246	0.0	0.31321953016101267	0.22891566265060243	0.5038759689922481	0.1292517006802721	1.0	1.0	0.33678756476683935	0.156	0.031	0.077	0.287	0.5020156231704664	0.0	0.779552715654952	0.0	0.991869918699187	0.0	0.6421052631578947	0.0020000000949949026
cross-encoder/quora-roberta-base_mask	8	0.509	0.0	0.272	0.0	0.7734415935602176	0.8406432748538012	0.6117542297417631	0.8437270726338958	0.6063548102383054	0.8375819373634378	0.6172506738544474	0.317	0.0	0.26	0.0	0.7536442777562713	0.8538681948424068	0.4574468085106383	0.9003021148036254	0.38392857142857145	0.8119891008174387	0.5657894736842105	0.372	0.0	0.313	0.0	0.7424933164485721	0.8284789644012946	0.5391304347826087	0.8590604026845637	0.49206349206349204	0.8	0.5961538461538461	0.26	0.0	0.182	0.005	0.7583728968382277	0.8740359897172237	0.3287671232876712	0.9340659340659341	0.24489795918367346	0.821256038647343	0.5	0.443	0.0	0.161	0.001	0.6579204982241036	0.7360000000000001	0.5686274509803922	0.8558139534883721	0.4627659574468085	0.6456140350877193	0.7372881355932204	0.513	0.0	0.316	0.0	0.7683638130511202	0.8338983050847458	0.6201550387596899	0.8367346938775511	0.6153846153846154	0.831081081081081	0.625	0.396	0.0	0.143	0.048	0.55387605539912	0.5951219512195122	0.5310734463276836	0.8970588235294118	0.3821138211382114	0.44525547445255476	0.8703703703703703	0.0020000000949949026
cross-encoder/quora-roberta-large	8	0.319	0.0	0.232	0.0	0.13436166796245588	0.0014662756598240471	0.45410821643286575	0.0007336757153338225	1.0	1.0	0.29375162043038633	0.152	0.001	0.127	0.007	0.10672499878007027	0.006024096385542168	0.4043321299638989	0.0030211480362537764	1.0	1.0	0.25339366515837103	0.296	0.0	0.219	0.001	0.13615780445969125	0.0	0.45818181818181813	0.0	1.0	0.0	0.2971698113207547	0.041	0.537	0.087	0.187	0.08311922325671665	0.010928961748633882	0.3512544802867384	0.005494505494505495	1.0	1.0	0.21304347826086956	0.199	0.0	0.113	0.023	0.2967926675147897	0.0	0.6362098138747886	0.0	1.0	0.0	0.4665012406947891	0.321	0.0	0.21	0.002	0.14389346774742864	0.0	0.4693140794223827	0.0	1.0	0.0	0.30660377358490565	0.04	0.584	-0.01	0.896	0.5045186247373862	0.0	0.7834394904458599	0.0	1.0	0.0	0.643979057591623	0.004999999888241291
cross-encoder/quora-roberta-large_mask	8	0.481	0.0	0.27	0.0	0.1332724741031621	0.0	0.45392628205128205	0.0	1.0	0.0	0.2935993780772221	0.361	0.0	0.267	0.0	0.10203973725418422	0.0	0.40360360360360364	0.0	1.0	0.0	0.2528216704288939	0.371	0.0	0.309	0.0	0.13615780445969125	0.0	0.45818181818181813	0.0	1.0	0.0	0.2971698113207547	0.348	0.0	0.222	0.001	0.07424242424242423	0.0	0.35	0.0	1.0	0.0	0.21212121212121213	0.434	0.0	0.144	0.004	0.2967926675147897	0.0	0.6362098138747886	0.0	1.0	0.0	0.4665012406947891	0.542	0.0	0.3	0.0	0.14389346774742864	0.0	0.4693140794223827	0.0	1.0	0.0	0.30660377358490565	0.296	0.0	0.177	0.014	0.5045186247373862	0.0	0.7834394904458599	0.0	1.0	0.0	0.643979057591623	0.004999999888241291
all-mpnet-base-v2	9	0.558	0.0	0.548	0.0	0.6829337558454668	0.6286393345216874	0.7093023255813954	0.8443735035913806	0.5910852713178295	0.5007098911500236	0.8866279069767442	0.373	0.0	0.391	0.0	0.6088915039934206	0.4913294797687861	0.6437246963562754	0.8854166666666666	0.49074074074074076	0.34	0.9352941176470588	0.523	0.0	0.521	0.0	0.7058425147764039	0.6378378378378378	0.7351778656126482	0.8939393939393939	0.6078431372549019	0.4957983193277311	0.93	0.226	0.001	0.29	0.0	0.514175084732006	0.32298136645962733	0.5477178423236514	0.8666666666666667	0.38596491228070173	0.1984732824427481	0.9428571428571428	0.395	0.0	0.441	0.0	0.523321373291569	0.3989637305699482	0.552123552123552	0.9058823529411765	0.3896457765667575	0.2558139534883721	0.9470198675496688	0.61	0.0	0.625	0.0	0.7014494138634046	0.6222222222222222	0.734375	0.875	0.6103896103896104	0.4827586206896552	0.9215686274509803	0.246	0.0	0.336	0.0	0.35877482531303034	0.2038834951456311	0.37404580152671757	1.0	0.2300469483568075	0.11351351351351352	1.0	0.543
all-mpnet-base-v2_mask	9	0.674	0.0	0.676	0.0	0.802908877082438	0.6741071428571429	0.865462587541467	0.6025538707102953	0.9100775193798449	0.7649442755825735	0.8250175685172172	0.57	0.0	0.607	0.0	0.8169590890514241	0.5913978494623656	0.8837920489296636	0.5729166666666666	0.8919753086419753	0.6111111111111112	0.8757575757575757	0.687	0.0	0.687	0.0	0.8116653743430688	0.6666666666666666	0.8742138364779874	0.6060606060606061	0.9084967320261438	0.7407407407407407	0.8424242424242424	0.4	0.0	0.462	0.0	0.827437487885249	0.45454545454545453	0.8928571428571428	0.5	0.8771929824561403	0.4166666666666667	0.9090909090909091	0.562	0.0	0.63	0.0	0.8657734595787694	0.6666666666666666	0.9118881118881119	0.7411764705882353	0.888283378746594	0.6057692307692307	0.9367816091954023	0.733	0.0	0.727	0.0	0.8574684154504735	0.7559055118110236	0.8996763754045307	0.75	0.9025974025974026	0.7619047619047619	0.896774193548387	0.311	0.0	0.485	0.0	0.8819363802678597	0.4838709677419355	0.9211822660098523	0.7142857142857143	0.8779342723004695	0.36585365853658536	0.9689119170984456	0.543
multi-qa-mpnet-base-dot-v1	9	0.54	0.0	0.53	0.0	0.7232462185095678	0.6280259120354587	0.7694908092119163	0.7350359138068635	0.7058139534883721	0.5482142857142858	0.8457965629354389	0.342	0.0	0.362	0.0	0.6318131747080854	0.45098039215686275	0.6853932584269662	0.71875	0.5648148148148148	0.32857142857142857	0.8714285714285714	0.446	0.0	0.474	0.0	0.6949460678287176	0.5490196078431373	0.7578947368421053	0.6363636363636364	0.7058823529411765	0.4827586206896552	0.8181818181818182	0.288	0.0	0.343	0.0	0.5651755397357648	0.3529411764705882	0.6024096385542169	0.9	0.43859649122807015	0.21951219512195122	0.9615384615384616	0.413	0.0	0.453	0.0	0.6586359296704334	0.4401294498381877	0.7092436974789916	0.8	0.5749318801089919	0.30357142857142855	0.9254385964912281	0.578	0.0	0.596	0.0	0.7363382528919026	0.625	0.7826086956521738	0.78125	0.7012987012987013	0.5208333333333334	0.8852459016393442	0.283	0.0	0.351	0.0	0.609497499337814	0.24161073825503354	0.64576802507837	0.8571428571428571	0.4835680751173709	0.140625	0.9716981132075472	0.385
multi-qa-mpnet-base-dot-v1_mask	9	0.651	0.0	0.651	0.0	0.7474920408663492	0.5318107667210441	0.8522395743950575	0.3902633679169992	0.9624031007751938	0.8344709897610921	0.7647058823529411	0.535	0.0	0.568	0.0	0.7705285792808518	0.38805970149253727	0.8838526912181303	0.2708333333333333	0.9629629629629629	0.6842105263157895	0.8167539267015707	0.615	0.0	0.638	0.0	0.7214821812837874	0.4222222222222222	0.8505747126436781	0.2878787878787879	0.9673202614379085	0.7916666666666666	0.7589743589743589	0.443	0.0	0.488	0.0	0.8269445055070002	0.3181818181818182	0.9162011173184357	0.23333333333333334	0.9590643274853801	0.5	0.8770053475935828	0.543	0.0	0.585	0.0	0.8396669431983138	0.543046357615894	0.9083665338645419	0.4823529411764706	0.9318801089918256	0.6212121212121212	0.8860103626943006	0.711	0.0	0.7	0.0	0.7862186583127174	0.5825242718446603	0.8708708708708709	0.46875	0.9415584415584416	0.7692307692307693	0.8100558659217877	0.352	0.0	0.481	0.0	0.8950396825396826	0.4583333333333333	0.9380952380952381	0.5238095238095238	0.9248826291079812	0.4074074074074074	0.9516908212560387	0.385
all-distilroberta-v1	9	0.581	0.0	0.575	0.0	0.7174841075918061	0.6534284827800186	0.7485932928201665	0.8403830806065443	0.6445736434108527	0.534517766497462	0.8926462694578636	0.415	0.0	0.442	0.0	0.6581865110537538	0.4868421052631579	0.708955223880597	0.7708333333333334	0.5864197530864198	0.3557692307692308	0.8962264150943396	0.513	0.0	0.527	0.0	0.6934994383058634	0.5930232558139535	0.7368421052631579	0.7727272727272727	0.6405228758169934	0.4811320754716981	0.8672566371681416	0.295	0.0	0.349	0.0	0.631780491481984	0.3484848484848485	0.6814814814814815	0.7666666666666667	0.5380116959064327	0.22549019607843138	0.9292929292929293	0.391	0.0	0.451	0.0	0.6147329586928691	0.41566265060240964	0.6608391608391609	0.8117647058823529	0.5149863760217984	0.2793522267206478	0.9219512195121952	0.556	0.0	0.581	0.0	0.7062682383944637	0.5988023952095809	0.7509293680297399	0.78125	0.6558441558441559	0.4854368932038835	0.8782608695652174	0.254	0.0	0.338	0.0	0.5493980167247493	0.2303030303030303	0.5808580858085808	0.9047619047619048	0.4131455399061033	0.13194444444444445	0.9777777777777777	0.51
all-distilroberta-v1_mask	9	0.693	0.0	0.694	0.0	0.7896121917699249	0.6317335945151813	0.8662873399715506	0.5147645650438947	0.9441860465116279	0.8174904942965779	0.8002628120893561	0.627	0.0	0.644	0.0	0.8113026819923372	0.513888888888889	0.8994252873563219	0.3854166666666667	0.9660493827160493	0.7708333333333334	0.8413978494623656	0.729	0.0	0.725	0.0	0.7783059950195083	0.5567010309278351	0.873900293255132	0.4090909090909091	0.9738562091503268	0.8709677419354839	0.7925531914893617	0.464	0.0	0.493	0.0	0.8495538489750825	0.42553191489361697	0.9239436619718309	0.3333333333333333	0.9590643274853801	0.5882352941176471	0.8913043478260869	0.562	0.0	0.624	0.0	0.8683152060772461	0.6274509803921569	0.9241011984021306	0.5647058823529412	0.9455040871934605	0.7058823529411765	0.9036458333333334	0.755	0.0	0.741	0.0	0.8440947100602504	0.7037037037037037	0.9024390243902438	0.59375	0.961038961038961	0.8636363636363636	0.8505747126436781	0.285	0.0	0.426	0.0	0.8963447899618112	0.4444444444444445	0.9408983451536642	0.47619047619047616	0.9342723004694836	0.4166666666666667	0.9476190476190476	0.51
